,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
14881,51,blue-collar,married,secondary,no,51,no,yes,cellular,20,aug,214,8,-1,0,unknown,no
14882,58,management,married,secondary,no,1112,yes,no,telephone,20,apr,21,3,-1,0,unknown,no
14883,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
14884,39,blue-collar,married,primary,no,1506,yes,no,cellular,11,may,299,2,-1,0,unknown,no
14885,43,services,married,tertiary,no,519,yes,no,cellular,18,may,715,6,-1,0,unknown,no
14886,30,services,married,secondary,no,114,no,no,cellular,20,aug,185,4,-1,0,unknown,no
14887,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,209,2,197,2,other,no
14888,29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,yes
14889,40,blue-collar,single,primary,no,397,no,no,unknown,9,jun,163,1,-1,0,unknown,no
14890,39,services,married,secondary,no,150,no,no,unknown,12,jun,243,2,-1,0,unknown,no
14891,50,admin.,single,secondary,no,692,yes,no,unknown,30,may,136,8,-1,0,unknown,no
14892,38,blue-collar,married,primary,no,265,no,no,unknown,17,jun,854,3,-1,0,unknown,no
14893,31,blue-collar,married,secondary,no,-204,yes,yes,cellular,11,aug,429,7,-1,0,unknown,no
14894,35,unemployed,single,tertiary,no,4959,no,no,cellular,29,jan,91,2,-1,0,unknown,no
14895,36,admin.,married,secondary,no,304,yes,no,cellular,2,feb,249,3,-1,0,unknown,no
14896,34,unknown,married,unknown,no,4535,no,no,cellular,6,aug,54,3,-1,0,unknown,no
14897,31,management,married,tertiary,no,382,no,no,cellular,27,aug,43,19,-1,0,unknown,no
14898,35,admin.,married,secondary,no,-112,no,no,cellular,29,jul,394,4,-1,0,unknown,no
14899,38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,yes
14900,33,blue-collar,married,secondary,no,89,yes,no,cellular,18,jul,278,2,-1,0,unknown,yes
14901,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no
14902,50,self-employed,married,secondary,no,36,no,no,cellular,13,aug,104,10,-1,0,unknown,no
14903,34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no
14904,26,services,single,tertiary,no,238,yes,no,cellular,22,jul,156,3,-1,0,unknown,no
14905,34,management,married,tertiary,no,498,yes,no,unknown,23,may,216,2,-1,0,unknown,no
14906,47,blue-collar,married,primary,no,4520,no,no,cellular,11,aug,356,2,-1,0,unknown,no
14907,36,self-employed,single,tertiary,no,351,no,no,cellular,30,apr,78,1,84,1,failure,no
14908,31,blue-collar,single,secondary,no,-64,no,no,cellular,21,jul,37,1,-1,0,unknown,no
14909,31,management,single,tertiary,no,635,yes,no,cellular,20,apr,37,1,320,2,failure,no
14910,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
14911,30,technician,single,secondary,no,341,no,no,unknown,23,feb,20,1,-1,0,unknown,no
14912,31,services,married,secondary,yes,-455,no,yes,cellular,16,jul,168,2,-1,0,unknown,no
14913,37,services,married,secondary,no,78,yes,no,unknown,7,may,295,2,-1,0,unknown,no
14914,38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,feb,105,1,-1,0,unknown,no
14915,36,housemaid,married,primary,no,4324,yes,no,cellular,18,nov,139,4,127,4,failure,no
14916,47,management,married,tertiary,no,7,yes,no,cellular,25,jul,102,5,-1,0,unknown,no
14917,53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown,no
14918,39,entrepreneur,married,secondary,no,1261,yes,no,unknown,9,may,129,2,-1,0,unknown,no
14919,47,blue-collar,married,secondary,no,3237,yes,no,unknown,15,may,198,3,-1,0,unknown,no
14920,28,blue-collar,single,secondary,no,1025,yes,no,unknown,27,may,168,1,-1,0,unknown,no
14921,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95,7,success,yes
14922,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,yes
14923,23,management,single,secondary,no,85,yes,no,unknown,19,may,109,2,-1,0,unknown,no
14924,59,unknown,married,unknown,no,2443,no,no,unknown,20,jun,8,8,-1,0,unknown,no
14925,52,technician,married,secondary,no,2079,no,no,cellular,6,aug,68,2,-1,0,unknown,no
14926,53,retired,married,secondary,no,1300,no,no,unknown,6,jun,420,1,-1,0,unknown,no
14927,36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,-1,0,unknown,yes
14928,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
14929,34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other,yes
14930,33,blue-collar,married,secondary,no,0,no,no,unknown,7,may,107,1,-1,0,unknown,no
14931,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
14932,42,services,married,secondary,no,1048,yes,no,unknown,15,may,51,1,-1,0,unknown,no
14933,47,technician,divorced,secondary,no,5735,no,no,unknown,19,jun,282,4,-1,0,unknown,no
14934,49,services,married,secondary,no,400,no,no,cellular,21,aug,151,3,-1,0,unknown,no
14935,30,self-employed,single,tertiary,no,251,no,no,cellular,12,jul,537,1,-1,0,unknown,yes
14936,58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,no
14937,35,blue-collar,single,secondary,no,0,yes,no,unknown,3,jun,113,3,-1,0,unknown,no
14938,43,technician,single,secondary,no,-266,yes,yes,cellular,15,may,12,5,-1,0,unknown,no
14939,48,services,single,primary,no,-139,no,no,cellular,13,may,75,2,-1,0,unknown,no
14940,57,unknown,married,primary,no,8,no,no,telephone,19,oct,270,2,-1,0,unknown,no
14941,57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no
14942,34,blue-collar,single,secondary,no,558,yes,no,unknown,21,may,43,1,-1,0,unknown,no
14943,33,blue-collar,married,secondary,no,463,yes,no,cellular,15,may,27,5,-1,0,unknown,no
14944,33,services,married,secondary,no,2368,no,no,unknown,13,sep,5,1,-1,0,unknown,no
14945,31,self-employed,married,tertiary,no,168,no,no,cellular,4,feb,193,2,-1,0,unknown,yes
14946,42,management,single,tertiary,no,270,yes,no,cellular,31,jul,68,5,-1,0,unknown,no
14947,44,management,married,tertiary,no,3603,yes,no,cellular,18,nov,198,1,-1,0,unknown,no
14948,32,technician,married,secondary,no,221,yes,no,unknown,23,may,224,4,-1,0,unknown,no
14949,38,admin.,married,secondary,no,976,yes,yes,unknown,19,may,382,2,-1,0,unknown,no
14950,35,blue-collar,single,primary,no,337,yes,no,unknown,9,may,127,1,-1,0,unknown,no
14951,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown,yes
14952,55,self-employed,married,primary,no,325,no,no,cellular,26,mar,439,4,-1,0,unknown,no
14953,46,technician,single,tertiary,no,628,no,no,cellular,20,nov,454,5,-1,0,unknown,no
14954,30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,4,-1,0,unknown,yes
14955,41,management,married,tertiary,no,60,yes,no,cellular,20,nov,239,2,-1,0,unknown,no
14956,36,admin.,married,secondary,no,2061,yes,yes,cellular,5,mar,53,3,-1,0,unknown,no
14957,69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
14958,44,blue-collar,married,secondary,no,879,yes,no,cellular,3,apr,383,1,-1,0,unknown,no
14959,31,management,married,tertiary,no,163,yes,yes,telephone,10,nov,107,1,-1,0,unknown,no
14960,40,technician,single,secondary,no,556,yes,no,cellular,17,apr,234,1,323,1,failure,no
14961,34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no
14962,26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,235,3,262,5,failure,no
14963,57,management,married,tertiary,no,412,no,no,cellular,20,nov,123,1,-1,0,unknown,no
14964,46,entrepreneur,married,unknown,no,4,no,yes,cellular,31,jul,171,4,-1,0,unknown,no
14965,32,blue-collar,single,tertiary,no,358,no,no,cellular,9,feb,103,3,-1,0,unknown,no
14966,32,blue-collar,married,secondary,no,10142,yes,no,cellular,20,nov,249,1,-1,0,unknown,no
14967,43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
14968,32,technician,married,secondary,no,56,yes,no,cellular,8,may,126,1,359,5,other,no
14969,50,management,divorced,tertiary,no,-5,yes,no,cellular,5,feb,1118,1,8,1,other,no
14970,38,management,single,tertiary,no,8953,no,yes,cellular,20,nov,301,1,-1,0,unknown,no
14971,48,blue-collar,married,secondary,no,684,yes,yes,unknown,12,may,139,1,-1,0,unknown,no
14972,75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
14973,34,management,married,tertiary,no,201,no,no,telephone,4,may,21,5,-1,0,unknown,no
14974,33,admin.,married,secondary,no,61,yes,yes,unknown,8,may,116,2,-1,0,unknown,no
14975,45,technician,married,secondary,no,1395,yes,no,cellular,11,aug,243,4,-1,0,unknown,no
14976,39,technician,divorced,tertiary,no,1832,no,no,unknown,16,jun,353,2,-1,0,unknown,no
14977,43,housemaid,married,primary,no,59,no,yes,cellular,28,jul,155,2,-1,0,unknown,no
14978,26,services,single,secondary,no,76,yes,no,unknown,3,jun,177,1,-1,0,unknown,no
14979,53,management,married,primary,no,798,yes,no,telephone,2,feb,45,1,217,2,failure,no
14980,66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
14981,22,blue-collar,married,secondary,no,391,yes,yes,unknown,28,may,72,18,-1,0,unknown,no
14982,30,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,30,1,-1,0,unknown,no
14983,34,admin.,married,secondary,no,-45,yes,no,cellular,21,jul,88,4,-1,0,unknown,no
14984,54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success,no
14985,36,blue-collar,married,primary,no,287,yes,no,unknown,30,may,157,3,-1,0,unknown,no
14986,35,management,single,secondary,no,5260,yes,no,unknown,20,may,211,2,-1,0,unknown,no
14987,30,management,married,tertiary,no,1251,no,no,cellular,5,feb,11,5,-1,0,unknown,no
14988,44,technician,married,secondary,no,533,yes,no,cellular,18,nov,127,1,110,2,failure,no
14989,35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
14990,47,unemployed,divorced,tertiary,no,780,no,no,unknown,20,jun,447,2,-1,0,unknown,no
14991,33,blue-collar,married,primary,no,41,yes,no,cellular,13,may,173,1,-1,0,unknown,no
14992,29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,no
14993,50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
14994,50,admin.,married,secondary,no,159,yes,no,unknown,7,may,216,2,-1,0,unknown,no
14995,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,590,1,-1,0,unknown,yes
14996,60,management,married,secondary,no,130,no,no,unknown,6,jun,151,1,-1,0,unknown,no
14997,31,blue-collar,married,primary,no,490,yes,no,unknown,29,may,180,2,-1,0,unknown,no
14998,25,blue-collar,single,primary,no,155,yes,no,unknown,30,may,85,4,-1,0,unknown,no
14999,60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,-1,0,unknown,no
15000,39,blue-collar,single,secondary,no,519,yes,yes,cellular,5,may,180,3,166,15,failure,no
15001,54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,-1,0,unknown,no
15002,50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,yes
15003,38,services,divorced,secondary,no,5873,no,no,unknown,8,may,191,2,-1,0,unknown,no
15004,54,blue-collar,married,primary,no,714,no,no,cellular,5,may,225,1,-1,0,unknown,no
15005,32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,no
15006,87,retired,married,secondary,no,433,no,no,telephone,15,dec,150,1,-1,0,unknown,no
15007,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
15008,31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown,no
15009,44,housemaid,married,primary,no,2351,no,no,unknown,16,jun,250,2,-1,0,unknown,no
15010,41,unemployed,divorced,tertiary,no,-198,yes,no,cellular,17,nov,165,1,-1,0,unknown,no
15011,46,blue-collar,married,primary,no,0,no,no,cellular,24,jul,92,1,-1,0,unknown,no
15012,52,retired,divorced,secondary,no,246,yes,no,unknown,27,may,181,1,-1,0,unknown,no
15013,47,technician,married,unknown,no,-598,yes,no,unknown,28,may,239,4,-1,0,unknown,no
15014,36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,91,1,124,1,failure,no
15015,37,admin.,married,secondary,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown,no
15016,61,management,married,tertiary,no,0,yes,no,cellular,15,apr,114,1,-1,0,unknown,no
15017,32,management,married,tertiary,no,3158,no,yes,cellular,5,aug,142,1,-1,0,unknown,no
15018,27,blue-collar,married,secondary,no,102,no,yes,cellular,7,jul,159,2,-1,0,unknown,no
15019,56,blue-collar,married,secondary,no,813,yes,yes,unknown,14,jul,71,1,-1,0,unknown,no
15020,33,blue-collar,married,primary,no,217,yes,no,cellular,20,apr,198,1,339,3,failure,no
15021,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
15022,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,no
15023,59,retired,single,secondary,no,2432,no,no,unknown,11,jun,236,2,-1,0,unknown,no
15024,49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,-1,0,unknown,no
15025,39,admin.,married,secondary,no,401,yes,no,cellular,11,jul,112,2,-1,0,unknown,no
15026,34,blue-collar,married,primary,no,267,yes,no,unknown,7,may,362,1,-1,0,unknown,no
15027,42,technician,married,secondary,no,297,no,no,unknown,20,jun,65,1,-1,0,unknown,no
15028,36,technician,single,secondary,no,35,no,no,cellular,29,aug,493,2,-1,0,unknown,no
15029,56,technician,married,tertiary,no,52,no,no,unknown,20,jun,191,3,-1,0,unknown,no
15030,60,retired,single,tertiary,no,7440,yes,no,unknown,15,may,92,3,-1,0,unknown,no
15031,35,management,single,unknown,no,137,no,no,unknown,28,may,667,3,-1,0,unknown,no
15032,45,technician,single,primary,no,237,yes,no,cellular,14,apr,110,1,263,1,failure,no
15033,33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,unknown,no
15034,30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,0,unknown,no
15035,43,technician,divorced,secondary,no,87,yes,no,unknown,26,may,51,2,-1,0,unknown,no
15036,50,management,married,tertiary,no,412,yes,yes,cellular,11,aug,40,5,-1,0,unknown,no
15037,52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,1,-1,0,unknown,yes
15038,42,blue-collar,married,secondary,no,156,no,no,cellular,21,jul,455,4,-1,0,unknown,no
15039,55,housemaid,single,primary,no,0,no,no,unknown,5,jun,247,1,-1,0,unknown,no
15040,31,student,single,secondary,no,735,no,no,cellular,7,apr,88,3,322,1,other,no
15041,35,management,married,tertiary,no,178,no,no,cellular,14,aug,76,2,-1,0,unknown,no
15042,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,262,1,-1,0,unknown,no
15043,58,technician,married,secondary,no,5618,yes,no,cellular,20,nov,361,2,189,1,failure,no
15044,46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,may,69,1,-1,0,unknown,no
15045,47,blue-collar,married,secondary,no,116,yes,no,unknown,8,may,376,2,-1,0,unknown,no
15046,29,unemployed,single,primary,no,115,no,no,cellular,29,jan,61,2,-1,0,unknown,no
15047,44,management,married,tertiary,no,0,no,yes,cellular,19,aug,70,2,-1,0,unknown,no
15048,31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,no
15049,32,technician,married,secondary,no,476,yes,no,cellular,22,jul,503,7,-1,0,unknown,no
15050,47,blue-collar,married,primary,no,362,yes,no,cellular,18,aug,111,8,-1,0,unknown,no
15051,30,services,married,secondary,no,384,yes,no,unknown,16,jun,27,3,-1,0,unknown,no
15052,34,blue-collar,married,primary,no,0,yes,yes,unknown,20,jun,34,29,-1,0,unknown,no
15053,31,admin.,married,secondary,no,307,yes,no,unknown,9,may,538,1,-1,0,unknown,yes
15054,31,unemployed,married,secondary,no,-825,yes,no,unknown,7,may,179,2,-1,0,unknown,no
15055,54,technician,married,secondary,no,324,yes,no,telephone,13,may,51,1,-1,0,unknown,no
15056,36,admin.,married,secondary,no,313,yes,no,telephone,4,feb,403,2,-1,0,unknown,no
15057,33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,-1,0,unknown,no
15058,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
15059,64,retired,married,secondary,no,1612,no,no,cellular,18,feb,362,1,183,4,failure,no
15060,27,management,married,tertiary,no,1918,no,no,cellular,9,feb,61,1,-1,0,unknown,no
15061,47,blue-collar,married,secondary,yes,-594,yes,yes,cellular,7,jul,100,4,-1,0,unknown,no
15062,32,housemaid,married,primary,no,1349,yes,no,cellular,7,aug,132,2,-1,0,unknown,no
15063,38,management,single,secondary,no,399,yes,no,cellular,11,aug,367,4,-1,0,unknown,no
15064,37,blue-collar,married,secondary,no,688,yes,no,cellular,9,feb,158,2,279,2,failure,no
15065,32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,yes
15066,20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes
15067,31,self-employed,married,secondary,no,0,yes,no,cellular,20,nov,23,1,-1,0,unknown,no
15068,53,management,divorced,tertiary,yes,0,yes,yes,cellular,30,jul,75,5,-1,0,unknown,no
15069,35,management,single,tertiary,no,687,yes,no,unknown,30,may,166,2,-1,0,unknown,no
15070,29,blue-collar,married,primary,no,149,yes,no,cellular,15,may,242,2,-1,0,unknown,no
15071,41,blue-collar,married,primary,yes,76,no,yes,cellular,10,jul,439,1,-1,0,unknown,no
15072,47,services,married,secondary,no,1111,no,no,unknown,20,jun,415,4,-1,0,unknown,no
15073,27,blue-collar,single,secondary,no,677,no,yes,telephone,31,jul,110,8,-1,0,unknown,no
15074,35,blue-collar,married,secondary,no,73,no,no,unknown,9,may,134,3,-1,0,unknown,no
15075,30,self-employed,married,secondary,no,8563,yes,no,cellular,12,may,109,1,351,4,other,no
15076,40,blue-collar,married,secondary,no,1386,yes,yes,cellular,20,apr,396,3,151,4,other,no
15077,39,technician,married,secondary,no,0,yes,yes,cellular,4,feb,60,1,-1,0,unknown,no
15078,50,management,married,tertiary,no,3191,no,no,unknown,16,jun,535,2,-1,0,unknown,no
15079,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown,yes
15080,48,unemployed,single,unknown,no,11298,yes,no,cellular,9,feb,97,2,-1,0,unknown,no
15081,42,management,married,tertiary,no,344,yes,yes,unknown,4,jun,66,2,-1,0,unknown,no
15082,51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no
15083,33,technician,single,secondary,no,121,no,no,cellular,26,aug,210,6,-1,0,unknown,no
15084,52,entrepreneur,divorced,secondary,no,-99,no,yes,unknown,26,may,91,3,-1,0,unknown,no
15085,51,blue-collar,married,primary,no,581,no,no,cellular,25,aug,121,4,-1,0,unknown,no
15086,53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,unknown,yes
15087,35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
15088,47,blue-collar,married,primary,no,-290,yes,no,cellular,15,may,495,1,-1,0,unknown,no
15089,48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,no
15090,31,management,single,tertiary,no,9874,yes,no,unknown,23,may,1222,5,-1,0,unknown,no
15091,35,technician,married,secondary,no,19,yes,no,unknown,9,may,130,2,-1,0,unknown,no
15092,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,0,unknown,yes
15093,57,technician,single,tertiary,no,711,no,no,unknown,25,jun,411,1,-1,0,unknown,no
15094,31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown,no
15095,36,technician,married,secondary,no,-531,no,no,cellular,14,may,205,3,-1,0,unknown,no
15096,32,technician,married,secondary,no,175,yes,no,unknown,13,may,142,1,-1,0,unknown,no
15097,38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,131,2,-1,0,unknown,no
15098,27,management,single,tertiary,no,170,no,no,cellular,29,jan,76,2,-1,0,unknown,no
15099,33,admin.,married,secondary,no,220,yes,no,unknown,27,may,345,1,-1,0,unknown,no
15100,35,management,single,tertiary,no,1045,yes,no,cellular,17,apr,204,5,-1,0,unknown,no
15101,44,technician,married,secondary,no,10888,yes,no,cellular,18,nov,67,1,105,1,failure,no
15102,42,housemaid,married,unknown,no,72,no,no,unknown,16,jun,22,1,-1,0,unknown,no
15103,35,technician,single,secondary,no,1467,yes,yes,cellular,7,may,381,1,-1,0,unknown,no
15104,26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,730,1,-1,0,unknown,no
15105,35,services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,no
15106,59,management,married,primary,no,3694,yes,no,unknown,5,jun,21,10,-1,0,unknown,no
15107,42,technician,single,secondary,no,-15,no,no,unknown,25,jun,71,1,-1,0,unknown,no
15108,37,management,married,tertiary,no,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,no
15109,44,admin.,divorced,secondary,no,449,yes,yes,unknown,28,may,195,4,-1,0,unknown,no
15110,44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no
15111,39,technician,single,secondary,no,0,yes,yes,cellular,5,feb,95,4,-1,0,unknown,no
15112,44,housemaid,married,primary,no,398,no,no,cellular,7,jul,187,3,-1,0,unknown,no
15113,34,technician,divorced,secondary,no,1301,yes,no,cellular,30,jan,196,2,189,2,failure,no
15114,60,blue-collar,divorced,primary,no,92,yes,no,unknown,6,jun,70,3,-1,0,unknown,no
15115,23,technician,single,secondary,no,4545,no,no,cellular,25,sep,242,1,114,1,failure,no
15116,60,admin.,married,secondary,no,504,no,no,unknown,16,jun,178,4,-1,0,unknown,no
15117,40,blue-collar,married,unknown,no,638,yes,yes,cellular,6,feb,68,3,254,2,failure,no
15118,24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,may,212,1,-1,0,unknown,no
15119,34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,no
15120,42,blue-collar,married,primary,no,161,yes,no,unknown,20,jun,365,3,-1,0,unknown,no
15121,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
15122,39,blue-collar,married,primary,no,451,yes,no,unknown,20,may,383,1,-1,0,unknown,no
15123,30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,173,4,-1,0,unknown,no
15124,44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,-1,0,unknown,no
15125,47,blue-collar,married,primary,no,537,yes,no,telephone,15,may,49,3,-1,0,unknown,no
15126,39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown,yes
15127,55,management,single,tertiary,no,115,no,no,unknown,5,may,111,4,-1,0,unknown,no
15128,32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,95,1,-1,0,unknown,no
15129,46,admin.,divorced,secondary,no,-60,no,no,cellular,17,nov,117,1,-1,0,unknown,no
15130,49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,-1,0,unknown,no
15131,41,technician,married,tertiary,no,532,yes,no,cellular,20,apr,414,2,285,1,failure,no
15132,54,admin.,married,secondary,no,276,yes,yes,cellular,27,apr,66,1,-1,0,unknown,no
15133,47,services,married,secondary,no,5,no,no,cellular,28,aug,169,1,-1,0,unknown,no
15134,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,yes
15135,35,management,married,tertiary,yes,0,yes,yes,cellular,21,nov,70,1,-1,0,unknown,no
15136,46,technician,single,secondary,no,1758,yes,no,cellular,18,nov,109,1,-1,0,unknown,no
15137,52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,1,-1,0,unknown,no
15138,78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
15139,38,self-employed,married,secondary,no,-10,no,no,unknown,2,jun,137,7,-1,0,unknown,no
15140,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown,no
15141,49,blue-collar,married,secondary,no,24,no,yes,cellular,27,aug,168,3,-1,0,unknown,no
15142,33,services,single,secondary,no,310,yes,no,cellular,12,may,54,2,371,1,failure,no
15143,48,admin.,married,secondary,no,-160,no,yes,cellular,28,jul,84,3,-1,0,unknown,no
15144,49,management,married,tertiary,no,15,no,no,cellular,30,jan,166,3,2,2,other,no
15145,27,blue-collar,married,primary,no,1535,yes,no,cellular,15,may,238,1,-1,0,unknown,no
15146,30,technician,single,secondary,no,518,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
15147,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no
15148,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no
15149,37,management,single,tertiary,yes,45,yes,no,unknown,7,may,204,1,-1,0,unknown,no
15150,42,blue-collar,married,primary,no,-25,yes,no,unknown,12,may,62,2,-1,0,unknown,no
15151,32,management,single,tertiary,no,1962,no,no,cellular,13,jan,130,1,-1,0,unknown,no
15152,49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,716,1,-1,0,unknown,no
15153,45,management,married,tertiary,no,0,no,no,cellular,14,aug,64,2,-1,0,unknown,no
15154,38,technician,single,secondary,no,46,no,no,cellular,25,aug,90,2,-1,0,unknown,no
15155,41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,-1,0,unknown,yes
15156,28,management,married,secondary,no,152,yes,no,cellular,15,apr,412,2,-1,0,unknown,no
15157,40,admin.,divorced,secondary,no,399,no,no,cellular,28,jan,246,2,-1,0,unknown,no
15158,31,admin.,married,secondary,no,713,yes,no,cellular,20,nov,373,1,-1,0,unknown,no
15159,32,blue-collar,single,secondary,no,116,no,no,unknown,14,may,392,1,-1,0,unknown,no
15160,27,services,single,secondary,no,3110,yes,no,unknown,3,jun,356,2,-1,0,unknown,no
15161,31,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,185,2,-1,0,unknown,no
15162,35,self-employed,single,tertiary,no,4213,no,no,cellular,28,jan,203,1,-1,0,unknown,no
15163,24,blue-collar,single,primary,no,147,yes,no,unknown,2,jun,102,2,-1,0,unknown,no
15164,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347,1,failure,yes
15165,35,management,married,tertiary,no,0,yes,no,cellular,21,jul,199,3,-1,0,unknown,no
15166,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,yes
15167,46,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,149,1,-1,0,unknown,no
15168,51,admin.,married,secondary,no,-267,no,yes,cellular,6,aug,91,4,-1,0,unknown,no
15169,26,management,single,secondary,no,651,no,yes,cellular,5,mar,84,1,-1,0,unknown,no
15170,42,admin.,divorced,secondary,no,490,yes,no,cellular,8,nov,212,1,97,5,other,no
15171,37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,-1,0,unknown,yes
